color,fuelTypeId,id,km,make,makeId,province,provinceId,title,transmissionType,transmissionTypeId,year,brand,brand_id,model,model_id,price,seller_type,bodyType,cubicCapacity,doors,hp,acceleration,consumptionAverage,consumptionExtraUrban,consumptionUrban,emissions,fuelTankCapacity,height,length,luggageCapacity,manufacturerPrice,seats,topSpeed,weight,width
COMMON.COLOR_BROWN,1,51365160,21516,HYUNDAI,18,Toledo,45,HYUNDAI TUCSON 1.6 CRDI 85kW 116CV SLE 4X2 5p.,COMMON.TRANSMISSION_MANUAL,2,2019,HYUNDAI,18,TUCSON,529.0,24700,profesional,BODY_TYPE_4X4,1598.0,5.0,116.0,11.8,4.5,4.2,4.9,120.0,62.0,1660.0,4480.0,513.0,30050,5.0,175.0,1507.0,1850.0
COMMON.COLOR_WHITE,1,51080991,70230,HYUNDAI,18,Málaga,29,HYUNDAI ix35 1.7 CRDi Tecno 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2014,HYUNDAI,18,ix35,961.0,14599,profesional,BODY_TYPE_4X4,1685.0,5.0,115.0,12.4,5.3,4.8,6.3,139.0,58.0,1670.0,4410.0,465.0,26550,5.0,173.0,1415.0,1820.0
COMMON.COLOR_BLACK,2,51188445,71067,HYUNDAI,18,Valencia,46,HYUNDAI i30 1.0 TGDI Klass 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,HYUNDAI,18,i30,622.0,12899,profesional,BODY_TYPE_SEDAN,998.0,5.0,120.0,11.1,4.9,4.4,5.6,112.0,50.0,1455.0,4340.0,395.0,20500,5.0,190.0,1268.0,1795.0
COMMON.COLOR_GRAY,1,51365073,31054,HYUNDAI,18,Sevilla,41,HYUNDAI TUCSON 1.6 CRDi 85kW 116CV Essence 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,HYUNDAI,18,TUCSON,529.0,22199,profesional,BODY_TYPE_4X4,1598.0,5.0,116.0,11.8,4.8,4.6,5.2,126.0,62.0,1655.0,4480.0,513.0,27515,5.0,175.0,1507.0,1850.0
COMMON.COLOR_WHITE,2,51365074,63254,HYUNDAI,18,Sevilla,41,HYUNDAI TUCSON 1.6 GDi BlueDrive Essence 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2015,HYUNDAI,18,TUCSON,529.0,17899,profesional,BODY_TYPE_4X4,1591.0,5.0,131.0,11.5,6.3,5.4,7.9,147.0,62.0,1655.0,4475.0,513.0,23590,5.0,182.0,1379.0,1850.0
COMMON.COLOR_BLACK,2,51365025,96000,HYUNDAI,18,Barcelona,8,HYUNDAI Veloster 1.6 GDI 140cv Sport 3p.,COMMON.TRANSMISSION_MANUAL,2,2011,HYUNDAI,18,Veloster,1003.0,9975,profesional,BODY_TYPE_SEDAN,1591.0,3.0,140.0,9.7,6.5,5.3,8.1,148.0,50.0,1399.0,4220.0,320.0,23490,4.0,201.0,1185.0,1790.0
COMMON.COLOR_RED,2,51090848,29937,HYUNDAI,18,Madrid,28,HYUNDAI Kona 1.0 TGDi Klass 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2019,HYUNDAI,18,Kona,1239.0,16999,profesional,BODY_TYPE_4X4,998.0,5.0,120.0,12.0,5.5,4.9,6.5,124.0,50.0,1565.0,4165.0,361.0,21640,5.0,181.0,1233.0,1800.0
COMMON.COLOR_GRAY,2,51078596,71483,HYUNDAI,18,Barcelona,8,HYUNDAI i30 1.4 Klass 5p.,COMMON.TRANSMISSION_MANUAL,2,2015,HYUNDAI,18,i30,622.0,10599,profesional,BODY_TYPE_SEDAN,1396.0,5.0,100.0,12.7,6.0,4.9,7.8,138.0,53.0,1470.0,4300.0,378.0,18600,5.0,183.0,1179.0,1780.0
COMMON.COLOR_WHITE,1,50855541,49384,HYUNDAI,18,Barcelona,8,HYUNDAI TUCSON 1.7 CRDi 104kW 141CV BD Tecno DCT 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,HYUNDAI,18,TUCSON,529.0,20900,profesional,BODY_TYPE_4X4,1685.0,5.0,141.0,13.7,4.9,4.7,5.4,129.0,62.0,1660.0,4475.0,513.0,33265,5.0,185.0,1470.0,1850.0
COMMON.COLOR_WHITE,2,51294648,50230,HYUNDAI,18,Madrid,28,HYUNDAI TUCSON 1.6 GDi Essence 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2019,HYUNDAI,18,TUCSON,529.0,18790,profesional,BODY_TYPE_4X4,1591.0,5.0,132.0,11.5,7.0,6.4,8.2,162.0,62.0,1655.0,4480.0,513.0,25415,5.0,182.0,1414.0,1850.0
COMMON.COLOR_WHITE,1,50991448,88166,HYUNDAI,18,Madrid,28,HYUNDAI TUCSON 1.7 CRDi 85kW 115CV BlueD Link Sky 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,HYUNDAI,18,TUCSON,529.0,19190,profesional,BODY_TYPE_4X4,1685.0,5.0,115.0,13.7,4.6,4.2,5.4,119.0,62.0,1660.0,4475.0,513.0,29485,5.0,176.0,1425.0,1850.0
COMMON.COLOR_GRAY,4,51364747,30143,HYUNDAI,18,Madrid,28,HYUNDAI TUCSON 1.6 CRDI 100kW 48V NLine X DT 4X2 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2020,HYUNDAI,18,TUCSON,529.0,28990,profesional,BODY_TYPE_4X4,1598.0,5.0,136.0,11.8,4.4,4.2,4.4,115.0,58.0,1660.0,4480.0,513.0,40765,5.0,180.0,1507.0,1850.0
COMMON.COLOR_WHITE,1,51364711,47225,HYUNDAI,18,Cádiz,11,HYUNDAI i20 1.1 CRDi Fresh 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,HYUNDAI,18,i20,928.0,11200,profesional,BODY_TYPE_SEDAN,1120.0,5.0,75.0,16.0,3.7,3.3,4.4,97.0,50.0,1474.0,4035.0,301.0,17265,5.0,161.0,1143.0,1734.0
COMMON.COLOR_BLUE,2,51062065,34606,HYUNDAI,18,Madrid,28,HYUNDAI i30 CW 1.0 TGDI Go 5p.,COMMON.TRANSMISSION_MANUAL,2,2019,HYUNDAI,18,i30,622.0,16099,profesional,BODY_TYPE_FAMILIAR,998.0,5.0,120.0,11.4,4.9,4.4,5.9,126.0,50.0,1465.0,4585.0,602.0,23715,5.0,188.0,1245.0,1795.0
COMMON.COLOR_ORANGE,2,51141989,34995,HYUNDAI,18,Sta. C. Tenerife,38,HYUNDAI Kona 1.0 TGDI XLE 4X2 5p.,COMMON.TRANSMISSION_MANUAL,2,2019,HYUNDAI,18,Kona,1239.0,18495,profesional,BODY_TYPE_4X4,998.0,5.0,120.0,12.0,5.6,4.9,6.6,127.0,50.0,1565.0,4165.0,361.0,25740,5.0,181.0,1223.0,1800.0
COMMON.COLOR_BROWN,1,51140073,89127,HYUNDAI,18,Sevilla,41,HYUNDAI TUCSON 1.7 CRDi BlueDrive Tecno 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2016,HYUNDAI,18,TUCSON,529.0,19399,profesional,BODY_TYPE_4X4,1685.0,5.0,115.0,13.7,4.6,4.2,5.4,119.0,62.0,1660.0,4475.0,513.0,29540,5.0,176.0,1425.0,1850.0
COMMON.COLOR_GRAY,2,51361675,44600,HYUNDAI,18,Barcelona,8,HYUNDAI Kona 1.0 TGDi Tecno 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,HYUNDAI,18,Kona,1239.0,18600,profesional,BODY_TYPE_4X4,998.0,5.0,120.0,12.0,5.6,4.9,6.6,127.0,50.0,1565.0,4165.0,361.0,24590,5.0,181.0,1233.0,1800.0
COMMON.COLOR_BROWN,1,51364638,48357,HYUNDAI,18,Albacete,2,HYUNDAI Santa Fe 2.0 CRDi Essence 4x2 DK 5p.,COMMON.TRANSMISSION_MANUAL,2,2020,HYUNDAI,18,Santa Fe,425.0,35950,profesional,BODY_TYPE_4X4,1995.0,5.0,150.0,10.3,5.6,5.1,6.4,147.0,71.0,1680.0,4770.0,547.0,35400,7.0,193.0,1820.0,1890.0
COMMON.COLOR_BLACK,2,51364602,25604,HYUNDAI,18,Alicante,3,HYUNDAI i10 1.0 Go 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,HYUNDAI,18,i10,885.0,9750,profesional,BODY_TYPE_SEDAN,998.0,5.0,66.0,14.7,5.1,4.3,6.6,117.0,40.0,1500.0,3665.0,252.0,12365,5.0,156.0,1008.0,1660.0
COMMON.COLOR_WHITE,1,51364572,74180,HYUNDAI,18,Barcelona,8,HYUNDAI i20 1.1 CRDi Fresh 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,HYUNDAI,18,i20,928.0,9699,profesional,BODY_TYPE_SEDAN,1120.0,5.0,75.0,16.0,3.7,3.3,4.4,97.0,50.0,1474.0,4035.0,301.0,17265,5.0,161.0,1143.0,1734.0
COMMON.COLOR_WHITE,1,51302276,28957,HYUNDAI,18,Madrid,28,HYUNDAI TUCSON 1.7CRDi 85kW 115CV BlueDrive Tecno 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,HYUNDAI,18,TUCSON,529.0,21450,profesional,BODY_TYPE_4X4,1685.0,5.0,115.0,13.7,4.6,4.2,5.4,119.0,62.0,1660.0,4475.0,513.0,30165,5.0,176.0,1425.0,1850.0
COMMON.COLOR_BROWN,2,51292814,26732,HYUNDAI,18,Baleares,7,HYUNDAI i20 Active 1.0 TGDI 74kW 100CV Klass 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,HYUNDAI,18,i20 Active,1189.0,13900,profesional,BODY_TYPE_SEDAN,998.0,5.0,100.0,10.9,4.9,4.2,6.2,113.0,50.0,1529.0,4065.0,326.0,18515,5.0,176.0,1085.0,1760.0
COMMON.COLOR_GRAY,1,50924553,60089,HYUNDAI,18,Sevilla,41,HYUNDAI i30 1.6 CRDI 85kW 116CV Klass 5p.,COMMON.TRANSMISSION_MANUAL,2,2020,HYUNDAI,18,i30,622.0,17900,profesional,BODY_TYPE_FAMILIAR,1582.0,5.0,116.0,11.3,4.3,4.0,4.7,111.0,50.0,1455.0,4585.0,602.0,24965,5.0,188.0,1340.0,1795.0
COMMON.COLOR_RED,2,51089118,47855,HYUNDAI,18,Valencia,46,HYUNDAI i30 1.0 TGDI Go 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,HYUNDAI,18,i30,622.0,15700,profesional,BODY_TYPE_SEDAN,998.0,5.0,120.0,11.1,4.9,4.4,5.6,112.0,50.0,1455.0,4340.0,395.0,22125,5.0,190.0,1268.0,1795.0
COMMON.COLOR_GRAY,1,51364406,31054,HYUNDAI,18,Barcelona,8,HYUNDAI TUCSON 1.6 CRDi 85kW 116CV Essence 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,HYUNDAI,18,TUCSON,529.0,22199,profesional,BODY_TYPE_4X4,1598.0,5.0,116.0,11.8,4.8,4.6,5.2,126.0,62.0,1655.0,4480.0,513.0,27515,5.0,175.0,1507.0,1850.0
COMMON.COLOR_WHITE,2,51364357,63254,HYUNDAI,18,Barcelona,8,HYUNDAI TUCSON 1.6 GDi BlueDrive Essence 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2015,HYUNDAI,18,TUCSON,529.0,17899,profesional,BODY_TYPE_4X4,1591.0,5.0,131.0,11.5,6.3,5.4,7.9,147.0,62.0,1655.0,4475.0,513.0,23590,5.0,182.0,1379.0,1850.0
COMMON.COLOR_BLACK,1,51364349,90000,HYUNDAI,18,Madrid,28,HYUNDAI i30 1.6 CRDi 70kW 95CV Klass 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,HYUNDAI,18,i30,622.0,10900,profesional,BODY_TYPE_SEDAN,1582.0,5.0,95.0,12.2,3.6,3.5,4.0,95.0,50.0,1455.0,4340.0,395.0,21550,5.0,186.0,1338.0,1795.0
COMMON.COLOR_WHITE,1,50963946,70230,HYUNDAI,18,Barcelona,8,HYUNDAI ix35 1.7 CRDi Tecno 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2014,HYUNDAI,18,ix35,961.0,14599,profesional,BODY_TYPE_4X4,1685.0,5.0,115.0,12.4,5.3,4.8,6.3,139.0,58.0,1670.0,4410.0,465.0,26550,5.0,173.0,1415.0,1820.0
COMMON.COLOR_GRAY,2,50944924,31403,HYUNDAI,18,Barcelona,8,HYUNDAI Kona 1.0 TGDi Klass 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2019,HYUNDAI,18,Kona,1239.0,18199,profesional,BODY_TYPE_4X4,998.0,5.0,120.0,12.0,5.5,4.9,6.5,124.0,50.0,1565.0,4165.0,361.0,21890,5.0,181.0,1233.0,1800.0
COMMON.COLOR_GRAY,4,51061765,48039,HYUNDAI,18,Asturias,33,HYUNDAI TUCSON 1.6 CRDI 85kW 116CV 48V SLE Sky 4X2 5p.,COMMON.TRANSMISSION_MANUAL,2,2019,HYUNDAI,18,TUCSON,529.0,23990,profesional,BODY_TYPE_4X4,1598.0,5.0,116.0,11.8,4.3,4.2,4.6,114.0,62.0,1660.0,4480.0,513.0,32615,5.0,175.0,1507.0,1850.0
COMMON.COLOR_WHITE,1,50672328,77332,HYUNDAI,18,Madrid,28,HYUNDAI i20 1.1 CRDi Essence 5p.,COMMON.TRANSMISSION_MANUAL,2,2016,HYUNDAI,18,i20,928.0,11250,profesional,BODY_TYPE_SEDAN,1120.0,5.0,75.0,16.0,3.7,3.3,4.4,97.0,50.0,1474.0,4035.0,301.0,17065,5.0,161.0,1143.0,1734.0
COMMON.COLOR_GRAY,2,51098915,35153,HYUNDAI,18,Sevilla,41,HYUNDAI Kona 1.0 TGDi Klass 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2019,HYUNDAI,18,Kona,1239.0,17399,profesional,BODY_TYPE_4X4,998.0,5.0,120.0,12.0,5.5,4.9,6.5,120.0,50.0,1565.0,4165.0,361.0,21090,5.0,181.0,1233.0,1800.0
COMMON.COLOR_RED,1,50777942,67315,HYUNDAI,18,Barcelona,8,HYUNDAI Santa Fe 2.0 CRDi Essence 4x2 7S 5p.,COMMON.TRANSMISSION_MANUAL,2,2019,HYUNDAI,18,Santa Fe,425.0,28099,profesional,BODY_TYPE_4X4,1995.0,5.0,150.0,11.2,5.8,5.2,6.8,154.0,64.0,1675.0,4700.0,585.0,34515,7.0,187.0,1770.0,1880.0
COMMON.COLOR_BLUE,1,50295965,30000,HYUNDAI,18,Lleida,25,HYUNDAI TUCSON 1.6 CRDi 100kW Tecno Sky Safe DCT 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,HYUNDAI,18,TUCSON,529.0,23990,profesional,BODY_TYPE_4X4,1598.0,5.0,136.0,11.8,4.7,4.5,5.0,123.0,62.0,1660.0,4480.0,513.0,38515,5.0,180.0,1525.0,1850.0
COMMON.COLOR_WHITE,1,51364010,99704,HYUNDAI,18,A Coruña,15,HYUNDAI Kona 1.6 CRDi 85kW 115CV Tecno 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,HYUNDAI,18,Kona,1239.0,17600,profesional,BODY_TYPE_4X4,1598.0,5.0,115.0,10.7,4.2,3.9,4.9,110.0,50.0,1565.0,4165.0,361.0,25790,5.0,183.0,1318.0,1800.0
COMMON.COLOR_BROWN,2,51058480,60000,HYUNDAI,18,Málaga,29,HYUNDAI i20 1.2 MPI Klass,COMMON.TRANSMISSION_MANUAL,2,2016,HYUNDAI,18,i20,928.0,11500,profesional,BODY_TYPE_SEDAN,1248.0,5.0,84.0,13.1,4.8,4.1,6.0,112.0,50.0,1474.0,4035.0,301.0,16215,5.0,170.0,1040.0,1734.0
COMMON.COLOR_WHITE,2,51098791,44394,HYUNDAI,18,Sevilla,41,HYUNDAI TUCSON 1.6 TGDi Link 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,HYUNDAI,18,TUCSON,529.0,19999,profesional,BODY_TYPE_4X4,1591.0,5.0,176.0,8.9,7.3,5.8,9.8,169.0,62.0,1660.0,4475.0,513.0,29045,5.0,205.0,1449.0,1850.0
COMMON.COLOR_GRAY,2,51013156,40209,HYUNDAI,18,Barcelona,8,HYUNDAI i30 1.4 TGDI NLine 5p.,COMMON.TRANSMISSION_MANUAL,2,2020,HYUNDAI,18,i30,622.0,21299,profesional,BODY_TYPE_SEDAN,1353.0,5.0,140.0,8.9,5.7,4.9,6.9,130.0,50.0,1455.0,4340.0,395.0,27825,5.0,210.0,1235.0,1795.0
COMMON.COLOR_BLACK,1,51351640,121000,HYUNDAI,18,Valencia,46,HYUNDAI ix35 2.0 CRDi 136cv Tecno Sky 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2015,HYUNDAI,18,ix35,961.0,13900,profesional,BODY_TYPE_4X4,1995.0,5.0,136.0,10.8,5.4,4.6,6.8,141.0,58.0,1670.0,4410.0,465.0,29200,5.0,182.0,1458.0,1820.0
COMMON.COLOR_WHITE,2,51363702,20150,HYUNDAI,18,Madrid,28,HYUNDAI Kona 1.0 TGDi Klass 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2019,HYUNDAI,18,Kona,1239.0,17390,profesional,BODY_TYPE_4X4,998.0,5.0,120.0,12.0,5.5,4.9,6.5,120.0,50.0,1565.0,4165.0,361.0,21290,5.0,181.0,1233.0,1800.0
COMMON.COLOR_WHITE,1,51363671,94842,HYUNDAI,18,Madrid,28,HYUNDAI i20 1.4 CRDi Klass 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,HYUNDAI,18,i20,928.0,12190,profesional,BODY_TYPE_SEDAN,1396.0,5.0,90.0,12.1,3.9,3.4,4.7,102.0,50.0,1474.0,4035.0,301.0,18565,5.0,175.0,1165.0,1734.0
COMMON.COLOR_BLACK,1,50920753,142697,HYUNDAI,18,Madrid,28,HYUNDAI Santa Fe 2.2 CRDi Tecno 4x4 7S 5p.,COMMON.TRANSMISSION_MANUAL,2,2015,HYUNDAI,18,Santa Fe,425.0,20990,profesional,BODY_TYPE_4X4,2199.0,5.0,200.0,10.0,6.0,5.3,8.0,159.0,64.0,1690.0,4700.0,585.0,44425,7.0,203.0,1839.0,1880.0
COMMON.COLOR_BLACK,1,51309502,56514,HYUNDAI,18,Sevilla,41,HYUNDAI TUCSON 1.7 CRDi 85kW 115CV BDrive Essence 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,HYUNDAI,18,TUCSON,529.0,19799,profesional,BODY_TYPE_4X4,1685.0,5.0,115.0,13.7,4.6,4.2,5.4,119.0,62.0,1655.0,4475.0,513.0,26315,5.0,176.0,1425.0,1850.0
COMMON.COLOR_WHITE,2,51062567,124000,HYUNDAI,18,Cantabria,39,HYUNDAI TUCSON 1.6 GDi BlueDrive Essence 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2016,HYUNDAI,18,TUCSON,529.0,14990,profesional,BODY_TYPE_4X4,1591.0,5.0,131.0,11.5,6.3,5.4,7.9,147.0,62.0,1655.0,4475.0,513.0,24065,5.0,182.0,1379.0,1850.0
COMMON.COLOR_WHITE,1,51292835,35086,HYUNDAI,18,Baleares,7,HYUNDAI TUCSON 1.6 CRDi 85kW 116CV Klass 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2019,HYUNDAI,18,TUCSON,529.0,23500,profesional,BODY_TYPE_4X4,1598.0,5.0,116.0,11.8,4.8,4.6,5.2,126.0,62.0,1660.0,4480.0,513.0,30115,5.0,175.0,1507.0,1850.0
COMMON.COLOR_RED,2,50878829,57330,HYUNDAI,18,Zaragoza,50,HYUNDAI i30 1.0 TGDi Go Plus 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,HYUNDAI,18,i30,622.0,15900,profesional,BODY_TYPE_SEDAN,998.0,5.0,120.0,11.1,4.9,4.4,5.6,126.0,50.0,1455.0,4340.0,395.0,24775,5.0,190.0,1268.0,1795.0
COMMON.COLOR_BLUE,2,51060339,89999,HYUNDAI,18,Zaragoza,50,HYUNDAI i10 1.0 Klass 5p.,COMMON.TRANSMISSION_MANUAL,2,2015,HYUNDAI,18,i10,885.0,8390,profesional,BODY_TYPE_SEDAN,998.0,5.0,66.0,14.9,4.7,4.0,6.0,108.0,40.0,1500.0,3665.0,252.0,12050,5.0,155.0,1008.0,1660.0
COMMON.COLOR_GRAY,2,51029328,72900,HYUNDAI,18,Zaragoza,50,HYUNDAI i10 1.0 Klass 5p.,COMMON.TRANSMISSION_MANUAL,2,2016,HYUNDAI,18,i10,885.0,8890,profesional,BODY_TYPE_SEDAN,998.0,5.0,66.0,14.9,4.7,4.0,6.0,108.0,40.0,1500.0,3665.0,252.0,12315,5.0,155.0,1008.0,1660.0
COMMON.COLOR_GRAY,1,50978864,159100,HYUNDAI,18,Barcelona,8,HYUNDAI TUCSON 1.7 CRDi 85kW 115CV BD Tecno Sky 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2015,HYUNDAI,18,TUCSON,529.0,19990,profesional,BODY_TYPE_4X4,1685.0,5.0,115.0,13.7,4.6,4.2,5.4,119.0,62.0,1660.0,4475.0,513.0,31455,5.0,176.0,1425.0,1850.0
COMMON.COLOR_BLUE,2,50046749,41318,HYUNDAI,18,Madrid,28,HYUNDAI TUCSON 1.6 GDi BlueDrive 25 Aniversario 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2016,HYUNDAI,18,TUCSON,529.0,18500,profesional,BODY_TYPE_4X4,1591.0,5.0,131.0,11.5,6.3,5.4,7.9,147.0,62.0,1660.0,4475.0,513.0,26445,5.0,182.0,1379.0,1850.0
COMMON.COLOR_RED,2,51288276,27000,HYUNDAI,18,Barcelona,8,HYUNDAI i20 1.2 MPI Tecno S II 5p.,COMMON.TRANSMISSION_MANUAL,2,2013,HYUNDAI,18,i20,928.0,9700,profesional,BODY_TYPE_SEDAN,1248.0,5.0,85.0,12.7,4.9,4.2,6.1,114.0,45.0,1490.0,3995.0,295.0,15490,5.0,168.0,970.0,1710.0
COMMON.COLOR_BLACK,1,51317740,97110,JAGUAR,20,Alicante,3,JAGUAR XF 2.2 Diesel Premium Luxury 4p.,COMMON.TRANSMISSION_AUTOMATIC,1,2013,JAGUAR,20,XF,407.0,17390,profesional,BODY_TYPE_SEDAN,2179.0,4.0,200.0,8.5,5.1,4.3,6.1,139.0,70.0,1460.0,4961.0,540.0,58240,5.0,225.0,1735.0,1877.0
COMMON.COLOR_WHITE,1,50808190,113000,JAGUAR,20,Barcelona,8,JAGUAR EPace 2.0D 132kW HSE 4WD Auto 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2018,JAGUAR,20,EPace,1226.0,30499,profesional,BODY_TYPE_4X4,1999.0,5.0,180.0,9.3,5.6,5.1,6.5,147.0,56.0,1649.0,4411.0,332.0,58600,5.0,205.0,1843.0,1900.0
COMMON.COLOR_RED,2,51220762,106000,JAGUAR,20,Vizcaya,48,JAGUAR XE 3.0 AJ126 Supercharged 340cv Auto. S 4p.,COMMON.TRANSMISSION_AUTOMATIC,1,2015,JAGUAR,20,XE,1139.0,29990,profesional,BODY_TYPE_SEDAN,2995.0,4.0,340.0,5.1,8.1,6.1,11.6,194.0,63.0,1416.0,4665.0,455.0,61405,5.0,249.0,1665.0,1850.0
COMMON.COLOR_GREEN,1,50881634,96091,JAGUAR,20,Madrid,28,JAGUAR Fpace 2.0L i4D 120kW Prestige 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,JAGUAR,20,Fpace,1166.0,30499,profesional,BODY_TYPE_4X4,1999.0,5.0,163.0,10.2,4.8,4.2,5.8,129.0,60.0,1667.0,4731.0,650.0,52110,5.0,195.0,1665.0,1936.0
COMMON.COLOR_WHITE,1,51210105,142800,JAGUAR,20,Cuenca,16,JAGUAR XF 2.0D 132kW 180CV Prestige Auto 4p.,COMMON.TRANSMISSION_AUTOMATIC,1,2017,JAGUAR,20,XF,407.0,23900,profesional,BODY_TYPE_SEDAN,1999.0,4.0,180.0,8.1,4.3,3.8,5.2,114.0,66.0,1457.0,4954.0,540.0,50060,5.0,219.0,1595.0,1880.0
COMMON.COLOR_BLUE,1,51180743,107588,JAGUAR,20,Barcelona,8,JAGUAR XF 2.2 Diesel Luxury 4p.,COMMON.TRANSMISSION_AUTOMATIC,1,2015,JAGUAR,20,XF,407.0,19299,profesional,BODY_TYPE_SEDAN,2179.0,4.0,200.0,8.5,5.2,4.5,6.1,135.0,70.0,1460.0,4961.0,540.0,50863,5.0,225.0,1735.0,1877.0
COMMON.COLOR_WHITE,1,51366836,59770,JAGUAR,20,Vizcaya,48,JAGUAR XF 2.0D 180PS Prestige Auto 4p.,COMMON.TRANSMISSION_AUTOMATIC,1,2016,JAGUAR,20,XF,407.0,24250,profesional,BODY_TYPE_SEDAN,1999.0,4.0,180.0,8.1,4.3,3.8,5.2,114.0,66.0,1457.0,4954.0,540.0,49975,5.0,219.0,1595.0,1880.0
COMMON.COLOR_BLACK,1,51366827,162000,JAGUAR,20,Madrid,28,JAGUAR XF 3.0 V6 Diesel Luxury 4p.,COMMON.TRANSMISSION_AUTOMATIC,1,2011,JAGUAR,20,XF,407.0,13999,profesional,BODY_TYPE_SEDAN,2993.0,4.0,240.0,7.1,6.3,5.0,8.7,169.0,70.0,1460.0,4961.0,540.0,57170,5.0,240.0,1810.0,1877.0
COMMON.COLOR_RED,1,51366764,116717,JAGUAR,20,Navarra,31,JAGUAR XE 2.0 AJ200D Diesel Auto RWD XE Prestige 4p.,COMMON.TRANSMISSION_AUTOMATIC,1,2016,JAGUAR,20,XE,1139.0,18450,profesional,BODY_TYPE_SEDAN,1999.0,4.0,180.0,7.8,4.2,3.7,5.0,109.0,56.0,1416.0,4665.0,455.0,42148,5.0,225.0,1565.0,1850.0
COMMON.COLOR_BLACK,1,51064606,99990,JAGUAR,20,Madrid,28,JAGUAR Fpace 2.0L i4D RWD Manual Prestige 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,JAGUAR,20,Fpace,1166.0,30500,profesional,BODY_TYPE_4X4,1999.0,5.0,180.0,8.9,4.9,4.5,5.7,129.0,60.0,1652.0,4731.0,650.0,52050,5.0,209.0,1665.0,1936.0
COMMON.COLOR_GRAY,1,51032663,45791,JAGUAR,20,Lleida,25,JAGUAR XE 2.0 Diesel RWD 132kW Pure 4p.,COMMON.TRANSMISSION_MANUAL,2,2019,JAGUAR,20,XE,1139.0,25850,profesional,BODY_TYPE_SEDAN,1999.0,4.0,180.0,7.8,4.2,3.7,5.0,109.0,56.0,1416.0,4672.0,455.0,37860,5.0,225.0,1490.0,1850.0
COMMON.COLOR_WHITE,1,51023379,88000,JAGUAR,20,Madrid,28,JAGUAR XF 2.2 Diesel Luxury 4p.,COMMON.TRANSMISSION_AUTOMATIC,1,2014,JAGUAR,20,XF,407.0,18900,profesional,BODY_TYPE_SEDAN,2179.0,4.0,200.0,8.5,5.1,4.3,6.1,135.0,70.0,1460.0,4961.0,540.0,50863,5.0,225.0,1735.0,1877.0
COMMON.COLOR_GRAY,1,51169181,79308,JAGUAR,20,Valladolid,47,JAGUAR XE 2.0 AJ200D Diesel Auto RWD XE Prestige 4p.,COMMON.TRANSMISSION_AUTOMATIC,1,2016,JAGUAR,20,XE,1139.0,23500,profesional,BODY_TYPE_SEDAN,1999.0,4.0,180.0,7.8,4.2,3.7,5.0,109.0,56.0,1416.0,4665.0,455.0,42148,5.0,225.0,1565.0,1850.0
COMMON.COLOR_BEIGE,1,51206171,16937,JAGUAR,20,Valladolid,47,JAGUAR EPace 2.0D 132kW RDynamic SE 4WD Auto 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2018,JAGUAR,20,EPace,1226.0,38900,profesional,BODY_TYPE_4X4,1999.0,5.0,180.0,9.3,5.6,5.1,6.5,147.0,56.0,1649.0,4411.0,332.0,57650,5.0,205.0,1843.0,1900.0
